qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration,retrieval_energy,retrieval_emissions
5742,"### Instruction:
Answer using the context.

### Context:
2015–16 Hampton Pirates men's basketball team. 2014–15 Hampton Pirates men's basketball team. 2016–17 Hampton Pirates men's basketball team. 2011 Hampton Pirates football team. Hampton Pirates football. Hampton Pirates men's basketball. 2016–17 Hampton Pirates men's basketball team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates football team. 2011 Hampton Pirates",by Larry Eustachy,0,0,1.6229242,0.000441771,0.000129713,0.1576585,4.29E-05,1.26E-05
5743,"### Instruction:
Answer using the context.

### Context:
Battle of Rhium. Battle of Okinawa. Battle of Prek Klok II. HMS Illustrious (87). Operation Kikusui. Operation Diadem order of battle. Battle of Al-Tabqa airbase. 2nd Arkansas Mounted. Battle of Al-Tabqa airbase. 2nd Arkansas Mounted. Battle of Al-Tabqa airbase. 2nd Arkansas Mounted. Battle of Al-Tabqa airbase. 2nd Arkansas Mounted. Battle of Al-Tabqa airbase. 2nd Arkansas Mounted. Battle of Al",Operation Diadem,0,0.060606061,1.6229242,0.000441771,0.000129713,0.0194684,5.28E-06,1.55E-06
5744,"### Instruction:
Answer using the context.

### Context:
Nicholas Scibetta. Edward J. O'Hare. Anthony Casso. Yema stabbings. Confessions of an Economic Hit Man. 1990 in organized crime. John Gambino. Donald Lavoie. Joseph Iannucci. The Rise of the New York City Police Department. 1994 in the New York City Police Department.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",John Gotti,0,0.044444444,1.6229242,0.000441771,0.000129713,0.1805005,4.91E-05,1.44E-05
5745,"### Instruction:
Answer using the context.

### Context:
Baraki Barak. Baraki District. Baraki Barak airstrike. Baraki Barak District. Lunda Norte Province. Baraki Rajan. Kathiawar Agency. Forward Operating Base Shank. Mahsud. Camptown. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman. Raman.",Puli Alam,0,0,1.6229242,0.000441771,0.000129713,0.0579399,1.58E-05,4.62E-06
5746,"### Instruction:
Answer using the context.

### Context:
Mazzy Star discography. Paranoid Cocoon. Hope Sandoval &amp; the Warm Inventions. Happy Nightmare Baby. Among My Swan. Fade into You. Stoned &amp; Dethroned. She Hangs On.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Pendragon,0,0,1.6229242,0.000441771,0.000129713,0.0316427,8.59E-06,2.52E-06
5747,"### Instruction:
Answer using the context.

### Context:
299 Queen Street West. The Sports Network. List of assets owned by CTVglobemedia. Card Sharks. Bell Media Tower. Bell Media. Gameshow Marathon (U.S. TV series). TSN Radio. CTV Television. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV. CTV.",CTV,0,0.036363636,1.6229242,0.000441771,0.000129713,0.0522167,1.42E-05,4.17E-06
5748,"### Instruction:
Answer using the context.

### Context:
Francisco Maturana. Kelis Peduzine. Rosie White. Robinson Rentería. Than Than Htwe. Orlando Maturana. Víctor Aristizábal. Edwin Congo. Adolfo Valencia. Ertan.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Adolfo José Valencia Mosquera,0,0.137931034,1.6229242,0.000441771,0.000129713,0.1781673,4.85E-05,1.42E-05
5749,"### Instruction:
Answer using the context.

### Context:
Nikolai Turczaninow. Hunteria umbellata. Sabicu wood. Hydrocotyle ranunculoides. Epidendrum subsect. Umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata. Hydrocotyle umbellata.",Lysiloma,0,0,1.6229242,0.000441771,0.000129713,0.0381037,1.03E-05,3.04E-06
5750,"### Instruction:
Answer using the context.

### Context:
The Howling (franchise). The Pack (1977 film). The Hills Have Thighs. The Hills Have Eyes 2. Shock Waves (film). Bonnie MacBird. Da Sweet Blood of Jesus. Boys Life 5. Ace Ventura: The Last of Us. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2. The Hills Have Eyes 2",Wes Craven,0,0,1.6229242,0.000441771,0.000129713,0.0585125,1.59E-05,4.67E-06
5751,"### Instruction:
Answer using the context.

### Context:
Bare Bones Software. Fade to Black (video game). Objectory AB. Helix Software Company. NuMega. Windmill Software. AVG Technologies. WebMethods. InfiniDB. Sorenson MediaBare Bones Software is a software company that provides software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of software for the development of",Delphine Software International,0,0.023529412,1.6229242,0.000441771,0.000129713,0.1353133,3.68E-05,1.08E-05
5752,"### Instruction:
Answer using the context.

### Context:
Waterloo Regional Airport. Huron Regional Airport. Marfa Municipal Airport. Riverton Regional Airport. Dallas Executive Airport. Mohawk Airlines. Dallas Love Field. Perham Municipal Airport. Rio Airways. Skylark FieldWaterloo Regional Airport (Dallas) Airport.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Dallas/Fort Worth International Airport,0,0.05,1.6229242,0.000441771,0.000129713,0.0942202,2.56E-05,7.53E-06
5753,"### Instruction:
Answer using the context.

### Context:
Electrical conductor. Ionic compound. Effective nuclear charge. Ionic bonding. Alcator C-Mod. Highly charged ion. Plasma (physics). Gaseous fission reactor. Astrophysical plasma. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome. Cationic liposome.",Plasma,0,0.042553191,1.6229242,0.000441771,0.000129713,0.0374646,1.02E-05,2.99E-06
5754,"### Instruction:
Answer using the context.

### Context:
Mermaid Avenue. The Live Wire: Woody Guthrie in Performance 1949. Library of Congress Recordings. David Jost. Aliza Greenblatt. Woody Guthrie Folk Festival. Woody Guthrie Foundation. Thinking of Woody Guthrie.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",I'm Shipping Up to Boston,0,0,1.6229242,0.000441771,0.000129713,0.1390256,3.78E-05,1.11E-05
5755,"### Instruction:
Answer using the context.

### Context:
Bang (The Good Wife). List of The Good Wife episodes. Julianna Margulies. Carol Hathaway. Evelyn (film). The Good Wife. The Grid (miniseries). The Good Wife (disambiguation). Canterbury (film). The Good Wife. The Grid (miniseries). The Good Wife. The Grid (miniseries). The Good Wife. The Grid (miniseries). The Good Wife. The Grid (miniseries). The Good Wife. The Grid (miniseries). The Good Wife. The Grid",331 episodes,0,0.037735849,1.6229242,0.000441771,0.000129713,0.0398638,1.08E-05,3.18E-06
5756,"### Instruction:
Answer using the context.

### Context:
A Severe Mercy. The Comforters. The Ordeal of Gilbert Pinfold. Lady Teresa Waugh. Virginia Sorensen. Alec Waugh. The Temple at Thatch. A Handful of Dust. Decline and Fall.
###
The Temple at Thatch. A Handful of Dust. Decline and Fall. The Temple at Thatch. A Handful of Dust. Decline and Fall. The Temple at Thatch. A Handful of Dust. Decline and Fall. The Temple at Thatch. A Hand",1945,0,0,1.6229242,0.000441771,0.000129713,0.0409981,1.11E-05,3.27E-06
5757,"### Instruction:
Answer using the context.

### Context:
Lingwai Daida. Lindon (Middle-earth). Satumaa. From the Sea to the Land Beyond. Tanjung Layar. Transoxiana. Trans-Baikal conifer forests. Whitecourt crater.
###
Lingwai Daida. Lindon (Middle-earth). Satumaa. From the Sea to the Land Beyond. Tanjung Layar. Trans-Baikal conifer forests. Whitecourt crater.
###
Lingwai Daida. Lindon (Middle-earth","demarcation line between the newly emerging states, the Second Polish Republic, and the Soviet Union",0,0,1.6229242,0.000441771,0.000129713,0.0387769,1.05E-05,3.09E-06
5758,"### Instruction:
Answer using the context.

### Context:
Andy Finch. Andy Irons. Duke Kahanamoku Invitational Surfing Championship. Triple Crown Trophy. Dana Brown. Triple Crown of Acting. Triple Crown of Surfing. Offshore Festival. Triple Crown College Baseball League. Reef Hawaiian Pro.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",City and County of Honolulu,0,0.047619048,1.6229242,0.000441771,0.000129713,0.1348553,3.67E-05,1.08E-05
5759,"### Instruction:
Answer using the context.

### Context:
Eden Valley Railway. Appleby East railway station. Clifton Moor railway station. Kirkby Thore railway station. Dixon Fold railway station. Kirkby Stephen East railway station. Musgrave railway station. Cliburn railway station. Staines Road railway station.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Appleby-in-Westmorland,0,0,1.6229242,0.000441771,0.000129713,0.0560162,1.52E-05,4.47E-06
5760,"### Instruction:
Answer using the context.

### Context:
Riadh Sidaoui. Kham Magar. József Károly Hell. Tribometer. Marcel Benoist Prize. Wo Weihan. International Prize for Biology. Reverse Polish notation. Polish notation.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Dutch,0,0,1.6034718,0.000436475,0.000128158,0.0135441,3.67E-06,1.08E-06
5761,"### Instruction:
Answer using the context.

### Context:
Crosman Stinger P9. Star Ultrastar. Steyr TMP. Spreewerk. Star Model S. Colt Double Eagle. ČZ vz. 38. Heckler &amp; Koch VP70. Harper &amp; Koch VP70.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Luger P08,0,0,1.6034718,0.000436475,0.000128158,0.0171286,4.64E-06,1.36E-06
5762,"### Instruction:
Answer using the context.

### Context:
Charles W. Bagnal. South German Offensive. Operation Quicksilver (deception plan). Thomas T. Handy. David M. Maddox. United States Army Europe. Twelfth United States Army Group. 10th Armored Division (19th Armored Division).
### Context:
Charles W. Bagnal. South German Offensive. Operation Quicksilver (deception plan). Thomas T. Handy. David M. Maddox. United States Army Europe. Twelfth United States Army Group. 10th Armored Division (19th Armored Division).",Joint Chiefs of Staff,0,0,1.6034718,0.000436475,0.000128158,0.0321444,8.73E-06,2.56E-06
5763,"### Instruction:
Answer using the context.

### Context:
10th Flight Test Squadron. 46th Test Group. 415th Flight Test Flight. 420th Flight Test Flight. 413th Flight Test Squadron. 370th Flight Test Squadron. List of U.S. Air Force Test Pilot School alumni. U.S. Air Force Test Pilot School alumni. U.S. Air Force Test Pilot School alumni. U.S. Air Force Test Pilot School alumni. U.S. Air Force Test Pilot School alumni. U.S. Air Force Test Pilot School alumni. U.S. Air Force Test Pilot School alumni",Brig Gen Augustine Warner Robins,0,0,1.6034718,0.000436475,0.000128158,0.0409476,1.11E-05,3.27E-06
5764,"### Instruction:
Answer using the context.

### Context:
Revenge of the Stepford Wives. Menemsha, Massachusetts. The Stepford Husbands. Jaws (franchise). The Dukes of Hazzard. Moonrunners. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Manchu Eagle Murder Caper Mystery. The Man",James Mitchum,0,0,1.6034718,0.000436475,0.000128158,0.0491705,1.34E-05,3.92E-06
5765,"### Instruction:
Answer using the context.

### Context:
The Town (2010 film). Christine (2016 film). Professor Marston and the Wonder Women. Bohemian Rhapsody (film). Princess Cyd. Kate Plays Christine. Permission (film). London Town (2016 film). Complete Unknown.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1983,0,0,1.6034718,0.000436475,0.000128158,0.1432199,3.90E-05,1.14E-05
5766,"### Instruction:
Answer using the context.

### Context:
Gary Gordon. John Cornell Chads. Wanyan Chonghou. The Mega Powers. Randy Shughart. Johnny Strong. Lieutenant en second. Lynn Turner (murderer). In the Company of Heroes. Jean-Baptiste de la Sousa.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Sergeant First Class,0,0,1.6034718,0.000436475,0.000128158,0.1127561,3.07E-05,9.01E-06
5767,"### Instruction:
Answer using the context.

### Context:
Hong Kong Museum of History. 32nd Army Corps (Ukraine). Hong Kong Museum of Coastal Defence. Hong Kong Museum of Education. Teddy Lo. Praed Point Battery. Law Uk Folk Museum. Hong Kong Science Museum. A Kung Ngam. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of History. Hong Kong Museum of","1,289,500",0,0,1.6034718,0.000436475,0.000128158,0.0760727,2.07E-05,6.07E-06
5768,"### Instruction:
Answer using the context.

### Context:
Quintus Caecilius Metellus Creticus. Dian Kingdom. Go dynasty. Dong'ou Kingdom. Minyue. Han campaigns against Minyue. 135 BC. Atropatene. List of solar eclipses.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",the Qin dynasty,0,0.068965517,1.6034718,0.000436475,0.000128158,0.0467823,1.27E-05,3.73E-06
5769,"### Instruction:
Answer using the context.

### Context:
Javier Pereira (actor). Javier Gullón. Chico and Rita. Goya Award for Best Iberoamerican Film. Goya Award for Best Adapted Screenplay. Mortadelo and Filemon: Mission Implausible.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","""Invader (Invasor)""",0,0,1.6034718,0.000436475,0.000128158,0.0987467,2.69E-05,7.88E-06
5770,"### Instruction:
Answer using the context.

### Context:
The Trials of Rosie O'Neill. Madeline Westen. The Star Chamber. Burn Notice (season 2). Sharon Gless. Cagney &amp; Lacey. Burn Notice. William Dufris. List of Burn Notice.
### The Trials of Rosie O'Neill. The Star Chamber. Burn Notice. William Dufris. List of Burn Notice.
### The Trials of Rosie O'Neill. The Star Chamber. Burn Notice. William Dufris. List of Burn Notice.
### The Trials of Rosie",Ron Cowen and Daniel Lipman,0,0,1.6034718,0.000436475,0.000128158,0.0707229,1.92E-05,5.65E-06
5771,"### Instruction:
Answer using the context.

### Context:
In His Eyes. Inside America. Anne Cochran. Linda Eder. Bill Grainer. Belleayre Music Festival. Rebecca Spencer (singer). Sam Levene. Cobb Energy Performing Arts Centre. Flora the Red Menace.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","Wildhorn, Bricusse and Cuden",0,0,1.6034718,0.000436475,0.000128158,0.1152903,3.14E-05,9.21E-06
5772,"### Instruction:
Answer using the context.

### Context:
Berenberg family. Berenberg Bank. J. B. Hanauer. Johann Hinrich Gossler. Johann Berenberg. Cornelius Berenberg. Elisabeth Berenberg. Dain Rauscher Wessel.
### Context:
Berenberg family. Berenberg Bank. J. B. Hanauer. Johann Hinrich Gossler. Johann Berenberg. Cornelius Berenberg. Cornelius Berenberg. Cornelius Berenberg. Cornelius Berenberg. Cornelius Berenberg",Dain Rauscher Wessels,0,0.08,1.6034718,0.000436475,0.000128158,0.0263001,7.14E-06,2.10E-06
5773,"### Instruction:
Answer using the context.

### Context:
Loaf 'N Jug. Bill Hay (radio announcer). Pay 'n Save. Wet 'n Wild Emerald Pointe. The Cutthroats 9. Wild 'N Free. Chris Spencer (actor). Collected (Black 'n Blue) and (Black 'n Blue) from the 'N-Jug. Bill Hay (radio announcer). Pay 'n Save. Wet 'n Wild Emerald Pointe. The Cutthroats 9. Wild 'N Free. Chris Spencer (actor). Collected (Black 'n Blue) and (Black 'n",All That,0,0,1.6034718,0.000436475,0.000128158,0.0255332,6.93E-06,2.03E-06
5774,"### Instruction:
Answer using the context.

### Context:
Randy Crawford. Marlen Angelidou. Luther Magby. Sheena Easton. Orawee Sujjanon. Antonio Carmona. Mel Jade. Lilly Goodman. Ruby Hunter. Franciscus HenriVeronica ""Randy"" Crawford.
### Context:
Randy Crawford. Marlen Angelidou. Luther Magby. Sheena Easton. Orawee Sujjanon. Antonio Carmona. Mel Jade. Lilly Goodman. Ruby Hunter. Franciscus HenriVeronica ""Randy"" Crawford.
###",Scottish,0,0,1.6034718,0.000436475,0.000128158,0.1004604,2.73E-05,8.02E-06
5775,"### Instruction:
Answer using the context.

### Context:
List of Garth Brooks concert tours. Back Home Again (song). Peter Pan (Kelsea Ballerini song). Fifteen (song). Crystal Gayle singles discography. Country pop. Fearless (Taylor Swift song). Sing High (Taylor Swift song).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Taylor Swift,0,0.102564103,1.6034718,0.000436475,0.000128158,0.0464736,1.26E-05,3.71E-06
5776,"### Instruction:
Answer using the context.

### Context:
Texas State Highway 77. Eureka, Nunavut. Eastern Branch Elizabeth River. Fort Harker (Kansas). Fort Gibson. U.S. Route 1. Arizona State Route 389. Register Cliff. Monashee Mountains. Pennsylvania State Route 39. Fort Harker (Kansas). Fort Gibson. U.S. Route 39. Fort Harker (Kansas). Fort Gibson. U.S. Route 39. Fort Harker (Kansas). Fort Gibson. U.S. Route 39. Fort Harker (Kansas). Fort Gibson",Belle and Sebastian,0,0,1.6034718,0.000436475,0.000128158,0.0381443,1.04E-05,3.04E-06
5777,"### Instruction:
Answer using the context.

### Context:
Politics in the San Francisco Bay Area. Rastriya Janashakti Party. Sikkim Janashakti Party. Rastriya Janashakti Mahila Sangh. Foreign relations of Finland. ITV (Thailand)
http://www.youtube.com/watch?v=Y2rZqZqQQQ
http://www.youtube.com/watch?v=Y2rZqQQQQ
http://www.youtube.com/watch?v=Y2rZq",Engineering,0,0,1.6034718,0.000436475,0.000128158,0.251527,6.84E-05,2.01E-05
5778,"### Instruction:
Answer using the context.

### Context:
Secretary to the Treasury. Exchequer Secretary to the Treasury. John Mathai (administrator). Nalini Netto. Government Digital Service. Shadow Chief Secretary to the Treasury. GOV.UK Verify. Chief Secretary for Ireland. Denial of Service.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Conservative,0,0,1.6034718,0.000436475,0.000128158,0.037684,1.02E-05,3.01E-06
5779,"### Instruction:
Answer using the context.

### Context:
Veep. List of awards and nominations received by Veep. Dominic Knight. Vox populi (film). Bad Kids of Crestview Academy. The Campaign (film). List of Veep characters. Peruchazhi. You Don't Mess with Me.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Armando Iannucci,0,0,1.6034718,0.000436475,0.000128158,0.0749913,2.04E-05,5.99E-06
5780,"### Instruction:
Answer using the context.

### Context:
Welcome Home (2006 film). Boston Beer Company. German chocolate cake. Samuel Gardner House. Woods Runner. Sammy. Daredevil: Chinatown. The Inspector Wears Skirts. Malinda Blalock. Samuel Blair (pastor)Welcome Home (2006 film). Boston Beer Company. German chocolate cake. Samuel Gardner House. Woods Runner. Sammy. Daredevil: Chinatown. The Inspector Wears Skirts. Malinda Blalock. Samuel Blair (pastor)Welcome Home (2006 film). Boston Beer Company. German chocolate cake. Samuel Gardner House. Woods Runner.",Tom Ewell,0,0,1.6034718,0.000436475,0.000128158,0.0407854,1.11E-05,3.25E-06
5781,"### Instruction:
Answer using the context.

### Context:
Cross-border injunction. Society of Communist Czechoslovakia. Igor Samoilenco. Aimé Félix Tschiffely. Foreign relations of Germany. Inventor (patent). REDIAL. European Country Music Association.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Switzerland,0,0,1.6034718,0.000436475,0.000128158,0.1009992,2.75E-05,8.06E-06
5782,"### Instruction:
Answer using the context.

### Context:
Liberty Hall (Crawfordville, Georgia). Jonathan Paton. Congressional Caucus for Women's Issues. Mordecai Barbour. William Sebring Kirkpatrick. Williamson Robert Winfield Cobb. John Roger Kirkpatrick Scott. William Huntington Kirkpatrick. William H. W. Norton.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",New Jersey,0,0,1.6034718,0.000436475,0.000128158,0.151063,4.11E-05,1.21E-05
5783,"### Instruction:
Answer using the context.

### Context:
Randall Cunningham. Nathan Scheelhaase. David Johnson (quarterback). Ricky Dobbs. Chris Todd (American football). Richard Brehaut. Lyle Moevao. Wade Watts. Mark Driscoll (American football). Danny L. Johnson.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","Julius Caesar ""J. C."" Watts Jr.",0,0.054054054,1.6034718,0.000436475,0.000128158,0.0427526,1.16E-05,3.41E-06
5784,"### Instruction:
Answer using the context.

### Context:
Smart Girl (film). The Night Is Young. It's Easy to Remember (And So Hard to Forget). Convention Girl. O'Shaughnessy's Boy. In Person (film). King of the Underworld (1939 film). The Night Is Young. It's Easy to Remember (And So Hard to Forget).
###
The Night Is Young. It's Easy to Remember (And So Hard to Forget).
###
The Night Is Young. It's Easy to Remember (And So Hard to Forget).
###
The Night Is Young.",1911,0,0,1.6034718,0.000436475,0.000128158,0.158356,4.31E-05,1.27E-05
5785,"### Instruction:
Answer using the context.

### Context:
Fayette County Airport (Ohio). Fayette County School System (Georgia). Flower Alley. Manara, Ohio. Falmouth, Indiana. Buena Vista, Fayette County, Ohio. Hurricane Hall. Joseph A. Hardy Connellsville. Fayette County School System (Georgia). Fayette County School System (Georgia). Fayette County School System (Georgia). Fayette County School System (Georgia). Fayette County School System (Georgia). Fayette County School System (Georgia). Fayette County School System (Georgia). Fayette County School System (Georgia",Blue Grass Airport,0,0.02739726,1.6034718,0.000436475,0.000128158,0.02574,6.98E-06,2.05E-06
5786,"### Instruction:
Answer using the context.

### Context:
Philip H. Greene, Jr.. Cari Batson Thomas. USS Gallery (FFG-26). Commander Operations (Royal Navy). James C. Van Sice. Andrew Carl Bennett. Hispanic Admirals in the United States Navy. Herbert J. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W. W.",Mercury Seven,0,0,1.6034718,0.000436475,0.000128158,0.1375012,3.74E-05,1.10E-05
5787,"### Instruction:
Answer using the context.

### Context:
Poul Elming. Parsifal bell. Plácido Domingo discography. Saul (Handel). Parsifal (1904 film). Saul og David. Gerd Grochowski. Vilhelm Herold.
### Context:
Poul Elming. Parsifal bell. Plácido Domingo discography. Saul (Handel). Parsifal (1904 film). Saul (Handel). Parsifal (1904 film). Saul (Handel). Parsifal (1904 film).",Saul og David,0,0.12,1.6034718,0.000436475,0.000128158,0.0173412,4.69E-06,1.38E-06
5788,"### Instruction:
Answer using the context.

### Context:
Dragon Ball Xenoverse. Cadash. There Came an Echo. Hey Ash, Whatcha Playin'?. Golden Nugget Casino DS. Horizon Zero Dawn. WWF Raw (2002 video game). Ashly Burch. Space Spartans. The Legend of Zelda: Breath of the Wild.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:
Answer using the context.
### Context:",2017,0,0,1.6034718,0.000436475,0.000128158,0.1151046,3.13E-05,9.19E-06
5789,"### Instruction:
Answer using the context.

### Context:
Domestic Disturbance. Leland, North Carolina. John Kassir. Monster Mania. John Goodman. Death of Phillip Walters. James W. Hutchins. Matt O'Leary. Moka Akashiya. Susan FloydDomestic Disturbance. Leland, North Carolina. John Kassir. Monster Mania. John Goodman. Death of Phillip Walters. James W. Hutchins. Matt O'Leary. Moka Akashiya. Susan FloydDomestic Disturbance. Leland, North Carolina. John Kassir. Monster Mania. John Goodman",Randall Boggs,0,0,1.6034718,0.000436475,0.000128158,0.0291033,7.90E-06,2.32E-06
5790,"### Instruction:
Answer using the context.

### Context:
Legacy Holladay Park Medical Center. Children's National Medical Center. Banner University Medical Center Tucson. Murphy Medical Center. Brad Wenstrup. MedStar Georgetown University Hospital. Providence Portland Medical Center. MedStar Washington Hospital Center. Vassar Medical Center.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",MedStar Washington Hospital Center,0,0.186046512,1.6034718,0.000436475,0.000128158,0.1412463,3.84E-05,1.13E-05
5791,"### Instruction:
Answer using the context.

### Context:
Vidin Heights. Simitli Point. Karposh Point. Troubridge Island Conservation Park. Cyclone Hondo. Drinov Peak. Minami-Tori-shima. Sierra DuFief. Aprilov Point.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Wake Atoll,0,0,1.6034718,0.000436475,0.000128158,0.1082503,2.94E-05,8.64E-06
5792,"### Instruction:
Answer using the context.

### Context:
The Scarecrow (Connelly novel). The Millionaire Next Door. Zaïr Kedadouche. Our Stolen Future. Amygdala hijack. Hello from Heaven!. One More River to Cross. Between Hope and History. From the Future.
### The Scarecrow (Connelly novel). The Millionaire Next Door. Zaïr Kedadouche. Our Stolen Future. Amygdala hijack. Hello from Heaven!. One More River to Cross. Between Hope and History. From the Future.
### The Scarecrow (Conn",The Seduction of Hillary Rodham,0,0,1.6034718,0.000436475,0.000128158,0.0524104,1.42E-05,4.18E-06
5793,"### Instruction:
Answer using the context.

### Context:
Club Argentino de Rugby. San Vicente, Buenos Aires. National Route A004 (Argentina). Provincial Route 2 (Buenos Aires). Villa Fiorito. Ministro Pistarini International Airport. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires Province. Buenos Aires",Ministro Pistarini International Airport,0,0.094117647,1.6034718,0.000436475,0.000128158,0.0353018,9.59E-06,2.81E-06
5794,"### Instruction:
Answer using the context.

### Context:
Belle (Once Upon a Time). Anna Milton. Lionel Luthor. Selina Meyer. Gwen Cooper. La India María. Timmy Martin. Kimball Cho. Tom (Lost). Tony AlmeidaBelle Gold (née)
The following is an excerpt from the book, ""The Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the Secret of the",Australian,0,0,1.6034718,0.000436475,0.000128158,0.0295355,8.02E-06,2.35E-06
5795,"### Instruction:
Answer using the context.

### Context:
Hokl/EB Films. The Tic Code. Supertastic 6 (animated TV special). A Perfect Fit. Christmas Special (TV special). Nat Wolff. List of The Naked Brothers Band episodes. The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (TV special). The Naked Brothers Band (",Mary Collins,0,0,1.6034718,0.000436475,0.000128158,0.0948732,2.58E-05,7.58E-06
